time,Day,Year,Month,Date,hour,min,sec,timezone,latitude,longitude,speed,truck,svr1,svr2,svr3,svr4,Role,Transfer size,Transfer unit,Bitrate,bitrate_unit,Retransmissions,CWnd,cwnd_unit,Role-RX,Transfer size-RX,Transfer unit-RX,Bitrate-RX,bitrate_unit-RX,send_data
1657515332,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515332,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515332,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515332,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515332,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515333,Mon,2022.0,7.0,11.0,14.0,55.0,33.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515334,Mon,2022.0,7.0,11.0,14.0,55.0,34.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515335,Mon,2022.0,7.0,11.0,14.0,55.0,35.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515336,Mon,2022.0,7.0,11.0,14.0,55.0,36.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515337,Mon,2022.0,7.0,11.0,14.0,55.0,37.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515338,Mon,2022.0,7.0,11.0,14.0,55.0,38.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515339,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515340,Mon,2022.0,7.0,11.0,14.0,55.0,40.0,AEST,99.0,999.0,-1.0,garbo03,,,,,,,,,,,,,,,,,,0.0
1657515340,Mon,2022.0,7.0,11.0,14.0,55.0,40.0,AEST,99.0,999.0,-1.0,garbo03,,,,,,,,,,,,,,,,,,0.0
1657515341,Mon,2022.0,7.0,11.0,14.0,55.0,41.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515342,Mon,2022.0,7.0,11.0,14.0,55.0,42.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515343,Mon,2022.0,7.0,11.0,14.0,55.0,43.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515344,Mon,2022.0,7.0,11.0,14.0,55.0,44.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515345,,,,,,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515346,Mon,2022.0,7.0,11.0,14.0,55.0,46.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515346,Mon,2022.0,7.0,11.0,14.0,55.0,46.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515347,Mon,2022.0,7.0,11.0,14.0,55.0,47.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515348,Mon,2022.0,7.0,11.0,14.0,55.0,48.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515349,Mon,2022.0,7.0,11.0,14.0,55.0,49.0,AEST,99.0,999.0,-1.0,garbo03,,,,,,,,,,,,,,,,,,0.0
1657515350,Mon,2022.0,7.0,11.0,14.0,55.0,50.0,AEST,99.0,999.0,-1.0,garbo03,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,0.0
1657515351,,,,,,,,,,,,,15.9,25.2,148.0,40.7,,,,,,,,,,,,,,0.0
1657515352,Mon,2022.0,7.0,11.0,14.0,55.0,52.0,AEST,99.0,999.0,-1.0,garbo03,19.1,27.9,141.0,46.5,,,,,,,,,,,,,,0.0
1657515352,Mon,2022.0,7.0,11.0,14.0,55.0,52.0,AEST,99.0,999.0,-1.0,garbo03,19.1,27.9,141.0,46.5,,,,,,,,,,,,,,0.0
1657515353,Mon,2022.0,7.0,11.0,14.0,55.0,53.0,AEST,99.0,999.0,-1.0,garbo03,15.0,23.8,141.0,39.9,,,,,,,,,,,,,,0.0
1657515354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1657515355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1657515356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1657515357,Mon,2022.0,7.0,11.0,14.0,55.0,57.0,AEST,99.0,999.0,-1.0,garbo03,18.0,26.0,150.0,45.4,,,,,,,,,,,,,,0.0
1657515358,Mon,2022.0,7.0,11.0,14.0,55.0,58.0,AEST,99.0,999.0,-1.0,garbo03,,,,,,,,,,,,,,,,,,0.0
1657515359,Mon,2022.0,7.0,11.0,14.0,55.0,59.0,AEST,99.0,999.0,-1.0,garbo03,15.9,14.0,147.0,45.2,,,,,,,,,,,,,,0.0
1657515360,Mon,2022.0,7.0,11.0,14.0,56.0,0.0,AEST,99.0,999.0,-1.0,garbo03,20.6,18.5,149.0,39.9,TX-C,0.443359375,MBytes,3.72,Mbits/sec,16.0,0.0036328125,MBytes,RX-C,3.17,MBytes,26.6,Mbits/sec,0.0
1657515361,Mon,2022.0,7.0,11.0,14.0,56.0,1.0,AEST,99.0,999.0,-1.0,garbo03,23.7,22.6,143.0,42.6,TX-C,0.72265625,MBytes,6.06,Mbits/sec,0.0,0.00591796875,MBytes,RX-C,3.52,MBytes,29.5,Mbits/sec,0.0
1657515362,Mon,2022.0,7.0,11.0,14.0,56.0,2.0,AEST,99.0,999.0,-1.0,garbo03,21.7,25.4,144.0,46.7,TX-C,0.9189453125,MBytes,7.71,Mbits/sec,1.0,0.007529296875,MBytes,RX-C,3.45,MBytes,28.9,Mbits/sec,0.0
1657515363,Mon,2022.0,7.0,11.0,14.0,56.0,3.0,AEST,99.0,999.0,-1.0,garbo03,21.3,19.1,143.0,43.9,TX-C,0.802734375,MBytes,6.74,Mbits/sec,0.0,0.00658203125,MBytes,RX-C,3.58,MBytes,30.0,Mbits/sec,0.0
1657515364,Mon,2022.0,7.0,11.0,14.0,56.0,4.0,AEST,99.0,999.0,-1.0,garbo03,30.4,28.0,152.0,43.2,TX-C,1.24,MBytes,10.4,Mbits/sec,0.0,0.01015625,MBytes,RX-C,3.47,MBytes,29.1,Mbits/sec,0.0
